bench,variant,size,run,us,compressed_len,ret
bench_snappy_uncompress,mem1,1,0,35.400,3,0
bench_snappy_uncompress,mem1,1,1,32.688,3,0
bench_snappy_uncompress,mem1,1,2,32.047,3,0
bench_snappy_uncompress,mem1,1,3,30.808,3,0
bench_snappy_uncompress,mem1,1,4,31.246,3,0
bench_snappy_uncompress,mem1,2,0,30.974,4,0
bench_snappy_uncompress,mem1,2,1,30.652,4,0
bench_snappy_uncompress,mem1,2,2,31.019,4,0
bench_snappy_uncompress,mem1,2,3,30.672,4,0
bench_snappy_uncompress,mem1,2,4,30.607,4,0
bench_snappy_uncompress,mem1,4,0,30.955,6,0
bench_snappy_uncompress,mem1,4,1,44.744,6,0
bench_snappy_uncompress,mem1,4,2,30.816,6,0
bench_snappy_uncompress,mem1,4,3,30.905,6,0
bench_snappy_uncompress,mem1,4,4,30.946,6,0
bench_snappy_uncompress,mem1,8,0,30.532,10,0
bench_snappy_uncompress,mem1,8,1,32.203,10,0
bench_snappy_uncompress,mem1,8,2,31.676,10,0
bench_snappy_uncompress,mem1,8,3,31.238,10,0
bench_snappy_uncompress,mem1,8,4,31.792,10,0
bench_snappy_uncompress,mem1,16,0,31.767,18,0
bench_snappy_uncompress,mem1,16,1,31.801,18,0
bench_snappy_uncompress,mem1,16,2,31.747,18,0
bench_snappy_uncompress,mem1,16,3,31.814,18,0
bench_snappy_uncompress,mem1,16,4,31.948,18,0
bench_snappy_uncompress,mem1,32,0,31.117,34,0
bench_snappy_uncompress,mem1,32,1,31.406,34,0
bench_snappy_uncompress,mem1,32,2,31.557,34,0
bench_snappy_uncompress,mem1,32,3,31.343,34,0
bench_snappy_uncompress,mem1,32,4,32.527,34,0
bench_snappy_uncompress,mem1,64,0,31.430,67,0
bench_snappy_uncompress,mem1,64,1,31.497,67,0
bench_snappy_uncompress,mem1,64,2,31.840,67,0
bench_snappy_uncompress,mem1,64,3,32.185,67,0
bench_snappy_uncompress,mem1,64,4,31.171,67,0
bench_snappy_uncompress,mem1,128,0,31.853,132,0
bench_snappy_uncompress,mem1,128,1,32.222,132,0
bench_snappy_uncompress,mem1,128,2,33.261,132,0
bench_snappy_uncompress,mem1,128,3,31.505,132,0
bench_snappy_uncompress,mem1,128,4,31.956,132,0
bench_snappy_uncompress,mem1,256,0,31.563,260,0
bench_snappy_uncompress,mem1,256,1,31.820,260,0
bench_snappy_uncompress,mem1,256,2,31.300,260,0
bench_snappy_uncompress,mem1,256,3,31.810,260,0
bench_snappy_uncompress,mem1,256,4,32.282,260,0
bench_snappy_uncompress,mem1,512,0,33.017,274,0
bench_snappy_uncompress,mem1,512,1,32.667,274,0
bench_snappy_uncompress,mem1,512,2,33.148,274,0
bench_snappy_uncompress,mem1,512,3,32.380,274,0
bench_snappy_uncompress,mem1,512,4,32.207,274,0
bench_snappy_uncompress,mem1,1024,0,34.366,298,0
bench_snappy_uncompress,mem1,1024,1,34.196,298,0
bench_snappy_uncompress,mem1,1024,2,35.109,298,0
bench_snappy_uncompress,mem1,1024,3,34.070,298,0
bench_snappy_uncompress,mem1,1024,4,34.673,298,0
bench_snappy_uncompress,mem1,2048,0,36.823,346,0
bench_snappy_uncompress,mem1,2048,1,36.132,346,0
bench_snappy_uncompress,mem1,2048,2,35.793,346,0
bench_snappy_uncompress,mem1,2048,3,36.508,346,0
bench_snappy_uncompress,mem1,2048,4,36.310,346,0
bench_snappy_uncompress,mem1,4096,0,43.975,442,0
bench_snappy_uncompress,mem1,4096,1,41.660,442,0
